0.21783	0.79162
0.63411	0.74749
0.85096	0.71121
0.87394	0.70697
0.92983	0.69641
1.3861	0.6019
1.6085	0.55472
1.7056	0.53466
1.7399	0.52768
2.3669	0.41492
2.7034	0.36736
3.181	0.3139
3.4375	0.29074
4.4825	0.22309
4.5604	0.21928
4.747	0.21066
5.3325	0.18753
5.3549	0.18674
5.4296	0.18418
5.7314	0.17448
6.0596	0.16503
6.5754	0.15208
6.9232	0.14444
7.5067	0.13321
7.8138	0.12798
7.9634	0.12557
8.2756	0.12084
9.142	0.10938
9.3467	0.10699
9.9617	0.10038
